DocID,TableNum,Columns,Class,TagMethod
11148,3,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 4', 'Unnamed: 5', 'Unnamed: 6', 'Turonian (enamnanian ', 'Ne deposits ', 'nan', 'nan', 'nan', 'nan', 'nan', 'Grinan Cr Fm ', 'Fuval ', 'nan', 'Paratic and freshvater: sandstone, sillstone, muostone ', 'Atbian ', 'Surat must ', 'nan', 'Marine: silstene. nudstene, sandstone ', 'nan', 'Coreena Mbr ', 'Parali ', 'nan', 'Paralic and fresnvafar: siltsitene. nedstene, sandstone ', 'Aptian ', 'Dancaster Mh ', 'Marine ', 'nan', 'Marina: mudstene, seme sitstene ', 'Aarrenian ', 'Minmi Mbr ', 'nan', 'nan', 'nan', 'Paralic ad freshwatar: mudsfene, silistene, ', 'Hawlerivian ', 'Nuttawurt Bungit Mor ', 'Paralic ', 'nan', 'sandstane ', 'nan', 'Fo ', 'nan', 'nan', 's ', 'nan', 'Vatanginian ', 'Kingull Mbr ', 'nan', 'nan', 'nan', 'nan', 'Berriasian Peritancian ', 'Meoga Ssf ', 'Flural ', 'nan', 'Freshwater: sandstone, some sitstane and mudstone ', 'TitNenian Kimneridgisn ', 'Orallo Fr ', 'Lecustrine Furial ', 'freshwater: tabile sandsfene. sitstone. mudsione. coat ', 'Oxfardian ', 'Gubberamunda Sst ', 'nan', 'nan', 'Freshwater: sandslone. $0.0 slslene and cenglnerate ', 'nan', 'Weslbourne Fre ', 'Parolic ', 'nan', 'Freshwaler and possity paralic: siistena. mudstone, sandstone ', 'Callovian ', 'Springbok Sst ', 'Fuvial ', 'Freshwater: tabile sandstone, sillstene nudstone ', 'Bathontan ', 'Wallooa Call Measures ', 'Lacustrine Huvial ', 'nan', 'freshvater: tabile sandstone, sitstene, mwdstone, coal ', 'nan', 'Eurembah fm ', 'nan', 'Freshwaler: sandstene, so. canglaeerats, silstone and pudstone ', 'Bajodian ', 'Hutton Sst ', 'Furia ', 'nan', 'Freshwater: sandstone, s996 sRtstene and mudstone ', 'Aalenian ', 'nan', 'nan', 'nan', 'nan', 'nan', 'Toarcian ', 'Evergreen Fm ', 'Fluri-delrak ', 't ', 'Freshwater, dellaic, shaltav aarins: sillstens, mudstone, sanestane ', 'Pliensbachian ', 'nan', 'nan', 'nan', 'nan', 'Freshwaler. minor detlaic toward tep: quarteze ', 'Sineaurian ', 'Precipice Sst ', 'Fevi ', nan, 'sandstene, sone sillstone and mudstene ']",,
11148,4,"['Doncaster Mbr and Bungil Fm X ', 'Unnamed: 1', 'Fault ', 'Hooray Sst, Mooga Sst, Orallo Fm, Gubberamunda Sst ', 'Moolayember Fm, Clemacis Gp ', 'Westbourne Fm, Adori Sst, X ', 'Rir ', 'Rewan Gp ', 'Springbok Sst, Pilliga Sst ', 'We ', 'Blackwater Gp ', 'Walloon Coal Meas, Hutton Sst, upper Marburg Sst X ', 'Pe ', 'Back Creek Gp ', 'Evergreen Fm, Precipice Sst, ', 'P: ', 'Palaeozoic and sedimencs ', 'lower Marburg Sst, Mulgildie sequence ', 'nan', 'Granite ', nan, 'S ', 'Schist and gneiss ']",,
11148,5,"['Depth in metres to top of :- Drillhole ', 'Gubberamunda Sandstone ', 'Westbourne Formation ', 'Springbok Sandstone ', 'Walloon Coal Measures ', 'ML 10 ', 'ML 13 ']",,
11148,6,"['Unnamed: 0', 'Block ', 'Sub-Block ', 'nan', 'd,e,k ', 'Charleville ', 'f,1,m,r,s,x,y ', 'nan', 'd,e ', 'nan', 'f,l,r,s,t,u,x,y,z ', 'nan', 'e,d,e,h,j,k,o,P,u ', 'Brisbane ', 'a,b,f,g,1,m,n,g,r,s,V,W,x,y,z ', nan, nan]",,
11527,1,"['SUMMARY ', 'I ', 'INTRODUCTION ', 'GEOLOGY ', 'EXPLORATION ', 'COAL RESOURCES ', 'FUTURE WORK ', 'REFERENCES ']",,
11527,2,"['FIGURE NO. ', 'TITLE ', 'DRAWING NO. ', 'I ', 'AP 230C - Locality Map ', 'Q/6342-43 ', 'AP 230C Hornet Bank Geology and Location of Exploration ', 'Q/6342-7 ', 'walloon-Sub-Group Composite Stratigraphic Section and Lithological characteristics ', 'Q/1100-24 ', 'AP 230C Hornet Bank Drillhole Location Map ', 'Q/6342-51 ', 'AP 230C Hornet Bank Location of Cross Sections ', 'Q/6342-33 ', ""AP 230C Hornet Bank Cross Section H - H', J - J' "", 'Q/6342-35 ']",,
11527,3,"['TABLE NO. ', 'Unnamed: 1', 'PAGE NO. ', 'Exploration History Summary ', 'Opposite 4 ', 'AP 230C Hornet Bank: Exploration Drilling ', 'Drillholes Completed in the Report Period ', 'AP 230C Hornet Bank: In-situ Geological Reserves ', 'AP 230C Hornet Bank: Analyses Requested in the Period 14.6.82 to 14.12.82 ']",,
11527,4,"['SIX MONTH PERIOD ENDED ', 'NO. HOLES DRILLED ', 'NO. GEOPHYS. LOGGED ', 'CHIP (m) ', 'CORE (63 mm) ', 'REMARKS ', 'Four distinct coal horizons detected. Stage 1 Resistivity survey and photogeological survey completed. ', 'Two prospective areas were located with coal seams thicker than 1.5 m. Inferred reserves for the Waterloo deposit (21 Mt) and the Cowangah deposit (49 Mt) were established. ', 'nan', 'Analytical results from core obtained in last exploration period. Coal is moderate to high ash, high volatile, bituminous coal. Stage 2 resistivity survey completed. Results ', 'nan', 'nan', 'nan', 'nan', 'of Stage 2 resistivity survey reported. ', 'nan', 'nan', 'nan', 'nan', 'nan', 'Schlumberger depth probes and profiling undertaken in Stage 2. Method not very successful. ', 'nan', 'nan', 'Coal reserves upgraded; Waterloo 21 Mt (Inferred), Cowangah 44 Mt (Indicated Class II) ', 'Areal extent of Cowangah enlarged. Reserves increased by 93 Mt (indicated Class II and inferred) Waterloo deposit reserves remain unchanged. ', 'nan', 'Drilling results indicate a possible extension of Cowangah deposit down dip. Evaluation continuing. ', 'B and C seams cored for analysis. ', 'TOTALS ', nan]",,
11527,5,"['Type of Drillhole ', 'No. of Holes ', 'No. of Metres Chip Drilled ', 'No. of Metres Cored ', 'Rotary Chip Holes ', 'Partly Cored Holes (63 mm) ', 'Totals ']",,
11527,6,"['Rotary Chip Hole ', 'TD (m) ', 'Partly Cored Drilthole (63 mm) ', 'TD (m) .1', 'R2651 ', 'C0754 ', 'R2652 ', 'C0801 ', 'R2653 ', 'C0793 ', 'R2654 ', 'C2045 ', 'R2655 ', 'C2008 ', 'R2656 ', 'C2007 ', 'R2657 ', 'C1122 ', 'R2658 ', 'C2043 C2613 ', 'CI704 C1703 ', 'nan', 'nan', 'C0773 ', 'nan', 'nan', 'C139 ', nan, 'Total ']",,
11527,7,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'TABLE ', 'Unnamed: 4', 'AP ', 'BANK ', 'RESERVES ', 'Area ', 'Depth (m) ', 'Seam ', 'Reserves (Mt) ', 'Status ', 'Waterloo ', 'C ', 'Smal ', 'Inferred ', 'Cowangah ', 'B ', 'Indicated Class ', 'nan', 'B ', 'Indicated Class ', 'nan', 'B ', 'Indicated Class ', 'nan', 'B ', 'Small ', 'Inferred ', 'nan', 'B ', 'Very Small ', 'Inferred ', nan, 'B ', 'Very Small ', 'Inferred ']",,
11527,8,"['R.F.A. NO. ', 'DATE SUBMITTED ', 'DRILLHOLE ', 'Unnamed: 3', 'ANALYSIS CONDUCTED ', 'C0801, ', 'C0954 ', 'Proximate analysis, ', 'nan', 'nan', 'C2043, ', 'C1703, ', 'specific energy, total ', 'nan', 'nan', 'C0773, ', 'CI704, ', 'sulphur and relative ', 'nan', 'nan', 'C2613, ', 'C1122, ', 'density on composited ', 'nan', 'nan', 'C2007, ', 'C2008, ', 'seam sub-sections. ', nan, nan, 'C2045, C1139 ', 'C0793, ', nan]",,
11527,9,"['JONES, G.D. ', 'Thiess Bros. Pty. Limited - Miing Division for Brigalow Mines Pty. Ltd. AP 230C Hornet Bank. Exploration Progress Report on 6 month period ended 14th December, 1978. ', 'McKENZIE, P.F. ', 'CSR Limited - Energy Division for Brigalow Mines Pty. Ltd. AP 230C Hornet Bank. Exploration Progress Report for 6 month period ended 14th June, 1981. ', 'MckENZIE, P.F. ', 'CSR Limited - Coal Division for Brigalow Mines Pty. Ltd. AP 230C Hornet Bank. Exploration Progress Report for 6 month period ended 14th June, 1982. ', 'PATRICK, R.F. ', 'Thiess Bros. Pty. Limited Mining Division for Brigalow Mines Pty. Ltd. AP 230C Hornet Bank. Exploration Progress Report for 6 month period ended 14th June, 1979. ']",,
13687,1,"['Cretaceous ', 'Hecate Granite (Kh) ', 'Granodiorite and late stage leucocratic phases. ', 'Cretaceous Permian Carboniferous ', 'Urannah Igneous Complex (CKr) ', 'Undivided acid, inter- mediate and minor basic plutonic rocks; abundant dykes. ', 'Carboniferous ', 'Unnamed Granite (CPg) ', 'Adamelite, granite diorite, quartz diorite, granophyre, microgranite microtrondhjemite. ', 'Carboniferous ', 'Bulgonunna Volcanics (Cud) ', 'Diorite, quartz diorite tonalite, gabbro, diorite. Rare adamelite, norite, monzonite, ultramafics. ']",,
13687,2,"['Unnamed: 0', 'Authority to Prospect 2126M, 1980-81. ', 'Brooks J.H., Cribb H.G., East J.D., Jack R.L. Levingston K.R., Morton F., / Ridgway J.E. ', 'Extracts from Queensland Government Mining Journal. (See Appendix 1.) ', 'Fuller G.J. ', 'Six Monthly Reports, Authority to Prospect 2644M, 1981-82. ', 'Madre D.A. ', 'Six Monthly Report, Authority to Prospect 3590M, 1984. ']",,
15042,1,"['Unnamed: 0', 'PAGE NO. ', 'Introduction ', 'Regional Geology and Stratigraphy ', 'Previous Exploration ', 'Field Operations ', 'a) Permitting. line clearing and fencing ', 'nan', 'b) Drilling ', 'nan', 'c) Data Collection ', 'nan', 'd) Static Control ', 'nan', 'Data Processing ', 'Interpretation ', 'Conclusions and Recommendations ']",,
15042,2,"['Unnamed: 0', 'ENCLOSURE NO. ', 'Shotpoint Basemaps (Sheets 1. 2 and 3) ', 'Time Structure Map - Basal Injune Creek Marker (Sheets 1. 2 and 3) ', 'Time Structure Map - Boxvale Sandstone Marker (Sheets 1. 2 and 3) ', 'Time Structure Map - Near Top Basement Reflector (Sheets 1, 2 and 3) ', 'Isopach Map - Boxvale to Basement Isopach (Sheets 1. 2 and 3) ', 'Proposed 1986 Seismic Programme Map (Sheets 1. 2 and ', 'Annotated and interpreted half scale migrated seismic sections (QMD only) ']",,
15042,3,"['APPENDICES ', 'APPENDIX NO. ', 'Data Collection Report (GES) ', 'Data Processing Report ']",,
15042,4,"['Hartogen Energy (Q1d) Limited ', 'Marlin 011 N.L. ', 'Consolidated Petroleum Australia N.L. ', 'Jenex Pty Ltd ', 'Petroleum Securities Pty Ltd ', 'Planet Resources Group N.L. ', 'W.A. Onshore 0i1 N.L. ', 'Eastmet Ltd ']",,
15568,1,"['Author : ', 'J.M. Hammond (AUSTAMAX) ', 'Distribution ', 'Unnamed: 3', 'Property : ', 'Mt Coolon North ', 'nan', 'nan', 'Location : ', 'Queensland ', 'Qld. Mines Dept. ', 'Sheet Index : ', 'SF-55-7 ', 'Central Library ', 'Project No : ', 'AUSTAMAX TSV ', 'Document No : ', 'III/86:gb ', 'nan', 'nan', 'Date : ', nan, nan]",,
15568,2,"['Unnamed: 0', 'PAGE ', 'nan', 'nan']",,
15568,3,"['PLAN ', 'Mt. Coolon (contours) ', 'North, Residual Magnetic Intensity Sheet 1, 1:25000. ', 'PLAN ', 'Mt. Coolon (contours) ', 'North, Residual Magnetic Intensity Sheet 2, 1:25000. ', 'PLAN ', 'Mt. Coolon (contours) ', 'North, Total Radioelement Sheet 1, 1:25000. ', 'PLAN ', 'Mt. Coolon (contours) ', 'North, Total Radioelement Sheet 2, 1:25000. ', 'PLAN ', 'Mt. Coolon Chip ', 'North, Stream Sediment and Rock Locations. Sheet 1, 1:25000. ', 'PLAN ', 'MT. Coolon ', 'North, Stream Sediment and Rock ']",,
15648,1,"['SUMMARY ', 'INTRODUCTION ', 'DATA ACQUISITION ', 'DATA PROCESSING ', 'GEOLOGICAL SUMMARY ', 'GEOPHYSICAL INTERPRETATION ', 'PROSPECTS AND LEADS ', 'CONCLUSIONS ', 'RECOMMENDATIONS ']",,
15648,2,"['SURVEY ', 'YEAR ', 'OPERATOR ', 'SOURCE ', 'FOLD ', 'Leopardwood ', 'Phillips/Sunray ', 'Dynamite ', 'one ', 'Gilmore ', 'Phillips/Sunray ', 'Dynamite ', 'one ', 'BMR Regional ', 'BMR ', 'Dynamite ', 'six ']",,
15648,3,"['COVERAGE ', 'SHOT POINT INTERVAL: ', 'GROUP INTERVAL ', 'SPREAD ', 'GEOPHONE ARRAY ', 'GEOPHONES ', 'SOURCE ', 'nan', 'RECORD LENGTH ', 'FILTER ']",,
15648,4,"['AUTHOR: ', 'J. Lamberto ', 'DATE: ', 'October 1985 ', 'DRAWN BY: ', 'J.B. Thiele ', 'DRAWING No ', 'A3 GP-196 GP 196 ']",,
15648,5,"['Unnamed: 0', 'Unnamed: 1', 'Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'Unnamed: 5', 'nan', 'nan', 'nan', 'Toolebuc Fm ', 'nan', 'Siltstone, mudstone, coquinite ', 'nan', 'nan', 'Lower ', 'Wallumbilla Fm Wyandra ', 'Sandstone ', 'Siltstone and mudstone ', 'nan', 'nan', 'nan', 'Cadna - Owie Fm ', 'nan', 'Marine sand - shale ', 'nan', 'nan', 'Upper ', 'Hooray Sst ', 'nan', 'Sandstone ', 'nan', 'nan', 'nan', 'Westbourne Fm ', 'nan', 'Shale ', 'nan', 'Jurassic ', 'Middle ', 'Adori Sst ', 'nan', 'Sandstone ', 'nan', 'nan', 'nan', 'Birkhead Fm ', 'nan', 'Siltstone, sandstone ', 'nan', 'nan', 'Lower ', 'Hutton Sst Basal Jurassic ', 'nan', 'Sandstone ', 'nan', 'Triassic ', 'Upper ', 'Moolayember Fm ', 'nan', 'Shale, siit ', 'nan', 'nan', 'Lower ', 'Clematis Group ', 'nan', 'Sandstone ', 'mo ', 'Permian ', 'Upper ', 'Colinlea equivalent ', 'nan', 'Sandstone ', nan, nan, 'Lower ', nan, nan, nan]",,
15648,6,"['EROMANGA ', 'BASIN ', 'Unnamed: 3', 'GLOBAL ', 'EUSTATIC ', 'Unnamed: 6', 'CYCLES ', 'Unnamed: 8', 'nan', 'nan', 'RELATIVE SEA RISING 1.0 0-5 ', 'CHANGES IN LEVEL FALLING O ', 'nan', 'AGE ', 'nan', 'EARLY-LATE CRETACEOUS SEQUENCES ', 'nan', 'nan', 'nan', 'nan', 'K2 ', 'Turonion Cenomenian ', 'b ', 'nan', 'nan', 'nan', 'nan', 'nan', 'K1.3 ', 'Albion ', 'nan', 'WALLUMBILLA FORMATION ', 'Marine ', 'nan', 'nan', 'nan', 'nan', 'Aption ', 'nan', 'Wyandra S.S. ', 'Morginot ', 'nan', 'PRESENT ', 'nan', 'KI.2 ', 'Borremion ', 'nan', 'TRANSITION BEDS ', 'Morine ', 'nan', 'SEA LEVEL ', 'nan', 'nan', 'Houterivion ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'KI.I ', 'Valanginian ', 'nan', 'MURTA M. ', 'Locustrine ', 'nan', 'nan', 'J3.2 ', 'Berriosian ', 'nan', 'NAMUR ', 'nan', 'nan', 'nan', 'nan', 'nan', 'Portlandion Tithonion ', 'nan', 'SANDSTONE M. ', 'Fluviol ', 'nan', 'nan', 'nan', 'nan', 'Kimmeridgion ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'J3.| ', 'Oxfordion ', 'nan', 'WESTBOURNE FORMATION ', 'Locustrine ', 'nan', 'nan', 'J2.3 ', 'Callovion ', 'nan', 'ADORI SANDSTONE ', 'Fluviol ', 'nan', 'nan', 'nan', 'nan', 'nan', 'BIRKHEAD FORMATION ', 'Locustrine Swamp ', 'nan', 'nan', 'nan', 'J2.2 ', 'nan', 'HUTTON SANDSTONE ', 'Fluviol ', 'nan', 'nan', 'J2.| ', 'Bojocion ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Aolenion ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Toarcian ', 'nan', 'BASAL JURASSIC FORMATION ', 'Lacustrine ', 'nan', 'nan', 'JI ', 'Pliensbachian ', 'nan', nan, 'Fluvio ', nan, nan, nan, nan, 'Sinemurian ', nan]",,
17077,1,"['Unnamed: 0', 'Pages ', 'INTRODUCTION ', 'nan', 'LOCATION AND ACCESS ', 'TOPOGRAPHY, VEGETATION AND CLIMATE ', 'TENURE ', 'REGIONAL GEOLOGY ', 'MAGNESITE ', 'CONCLUSIONS ']",,
17077,2,"['Unnamed: 2', 'Unnamed: 3', 'Unnamed: 4', 'v ', 'Unnamed: 7', 'Unnamed: 8', 'Unnamed: 9', 'Ut 2017 ', 'HS PINE ', 'MIN ', 'ina Poin ', 'Unnamed: 15', 'Hedvey Is vear Bay ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'HS HS ', 'nan', 'SHOA ', 'BAY ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'lah HSk ', 'X ', 'nan', 'E ', 'Port ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Area 2p 33 ', 'nan', 'elinquished ', 'M ', 'HUMMD23S ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'N ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'MARLBOROUGH ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'P ', 'UT N M MI ', 'nan', 'nan', 'pal HS ', 'nan', 'nan', 'MT A7 ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Area ', 'Brmcteste ctleste ', 'enwarara ', 'nan', 'nan', 'OW ', 'nan', 'nan', 'nan', 'nan', 'relinquished ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'I ', 'nan', 'nan', 'nan', 'nan', 'nan', 'T ', 'nan', 'nan', 'Ro Candoha ', 'nan', 'ARMOYA ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Mt3 ', 'YEPPODN ', 'nan', 'r6n ', 'nan', 'nan', 'Leura ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'Burte ', 'HS ', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', ""Rid' "", 'nan', 'nan', 'ep ', nan, nan, nan, nan, 'ccmba H ', nan, nan, nan, nan, 'More ', nan, 'Sliepner Jund ON nkin Jurction ']",,
17077,3,"['Clermont ', 'Unnamed: 1', 'u, y, Z ', 'r, V, W ', 'd, e, j, k, u, y, Z ', 'a, b, C, f, g, h, 1. m, n, O, P, q, S, t, u, ', 'P, u, Z ', 'C, d, e, f, h, j, k, 1, m, n, O, P, q, r, S, ', 'e, j, k, m, n, O, P, r, S, t, u, V, W, X, y ', 'a, b, f, g ', 'Rockhampton ', 'nan', 'f. 1, m, n, q, r, S, t, u, V, W, X, y, Z ', 'a, b, C, d, e, f, g, k, O, P, t, u, Z ']",,
17077,4,"['Blocks Clermont ', 'Sub-blocks ', 'Total ', 'u,y,z ', 'a, b, C, f, g, h, 1, m, n, O, P, q, S, t, u, Z ', 'P, u, Z ', 'C, d, e, h, j, k, 1, m, n, O, P, q, r, S, t, u, ', 'V 17 ', 'e, k, P, u ', 'Rockhampton ', 'nan', 'nan', 'f, 1, g ', nan, 'Total ']",,
17077,5,"['Unnamed: 0', 'Unnamed: 1', 'REFERENCES ', 'Brooks, J.H. ', 'Magnesite Deposit, Kunwarara. Central ', 'nan', 'nan', 'Queensla Land ', 'nan', 'nan', 'Qld. Govt. Min. J. 65, 380 ', 'nan', 'Magnesite - Queensland ', 'nan', 'nan', 'cAus.t.. I.M.M. Monog. 8 Vol. 4 pp 215 ', 'Burban, B. .,...: ', 'Hillview Magnesite Project: Brief Notes on World Markets for Magnesite, Magnesia and Magnesium Metal, for Queensland Metals Corporation N.L. (unpubl.) ', 'nan', 'First Six-Monthly Report on Authority to Prospect 4009M. ""Princhester"" Qid. Min. Dep Rep. (unpubl) ', 'Burban, B and Eeson, R ', 'First Six-Monthly Report on Authority $ Pospect 4117M ""New St. Aubans"" and Antherity to Prospect 4121M ""Hillview"" Q1d. Min. Dep. Rep.(unpubl). ', 'Burban, B and ', 'first ix-Monthly Report on Authority to ', 'Fawckner., J. ', 'nan', 'Prospect 4208M ""Marlborough"". Qld. Min. Dep. Rep.. (unpubl). ', 'Cuttler, L.G. ']",,
17077,6,"['Dunstan, B. ', 'Queensland Mineral Deposits: a Review of Occurrences, Production, Values and Prospects. Magnesite, Dolomite and Magnesium Salts. ,. Qld. Govt. Min. J. 17, pp 529-533 ', 'Fawckner, J. ', 'First Annual and Second Six-Monthly Report on Authority to : Prospect 4208M ""MarTborough"". Qld. Min. Dep. Rep. (unpubl) ', 'Kaiser Refractories ', 'Final Report on ATP 3003M Rockhampton Minirg District for Kaiser Aluminium and Chemical Corporation (Australia) Ltd. Qld. Min. Dep. Rep. C/R 10542 (unpubl). ', 'nan', ""Final Report on ATP 3004M Rockhampton Mining district for Kaiser Aluminium and Chemical Corporation (Australia) Ltd. Qid:.Min Dep. Rep.' C/R 10512 (unpubl). "", 'Kirkegaard, A.G. ', ""Geology of the Duaringa 1:250,000 Sheet Area' SF/55-16. Explanatory Notes. Bur. Min. Resour. Geol. Geophys. Aust. "", 'Malone; E.J. ', ""Geology of the St. Lawrence 1:250,000 Shee't Area SF/55-12. Explanatory Notes. Bur Min. Resour. Geol. Geophys. Aust. "", 'nan', ""The Wcodlawn Cu-Pb-Zn deposit. Tarago.' NeS.W. and its relationship to volcanism. Joint Specialist Group Meeting, Geol. Soc. Aust. Inc. University of Queensland Abstract Volume. "", 'Mortensen, E. ', 'Magnesite Deposits, Marlborough Area, Queensland for International Exploration ']",,
17077,7,"['Murriyg CAG. ', 'eology: of the BRIty (1 inten $:50,000 Sheet Atag SFY569. Espianatory Nobes.. ENEw Min.. Rese eol. Geophy AI ', 'Munsayi, CG. ', 'Geokogytf thBackbgom 1e25gopj Sheet Atsasstins.. Epnaory Nnest. burs. Minn Resour.., Geoh. Geophys. Axpt., ', 'Ridgewaye J.E ', 'Magnesitepepnits,a Pinebster arlborog Disc ', 'nan', 'nan', 'Qldg Govt. Migi.J >, 442s, 139; ', 'Tadtars .JyD. aid TEdaana, I.A. ', 'Autheajty taPtepk 3448MRoekhamon Reporter ther area, ringihedrom 6sh Apri 19846 fk Maagoin Pay, Ltd. Air Miti Des. Repw C/R 14230F Cupaig. ', 'Unixd. I.Corpy ', 'lestigAGISOT\\ of Cuogen RZ ads Magnesie FopasitS a, Mprhoogh Urjon; Corpga (busraa,e Ptx Mn. DepaveRepa C/R C/R7A,(unpubke) ', 'Wicken, 0:M. and brti ),4) ', 'Magesite - and Reate ced Mineralis in ', 'Duneany LR, ', nan, 'S.J:. (ed.) Industsel Mierals and AIMMPE ']",,
20170,1,"['Trench ', 'Volume* (m3) ', 'Grade (g/m3) ', 'Using 0.1g/m3 Volume* (m3) ', 'Cut-off Gradet (g/m3) ', 'Using 0.2g/m3 Volume*Gradel (m3) ', 'Cut-off (/m3) ', 'ML ', 'nil ', 'nil ', 'nil ', 'nil ', 'nil ', 'nan', 'H6 ', 'PROBABLE RESOURCE ']",,
20170,2,"['Sample ', 'Est. Vol (m3 ) ', 'Bullion (g) ', 'Rec.Au (g) * ', 'Grade (g/* ) ', 'K1 ', 'R2 ', 'K3 ', 'K4 ', 'K5 ', 'KS ']",,
20616,1,"['Figure No. ', 'Title ', 'Scale ', 'Pian No. ', 'Dingo Creek A.T.P. 5273M Location Plan ', 'nan', 'Geology of the Broken River Province ', 'nan', 'Location Plan of Stream Sediment Sample Sites and Soil Traverses A.T.P. 5273M, Dingo Creek ']",,
20616,2,"['Reconnaissance Soil Traverse ', 'Dingo Creek Drainage Anomalies (April, 1988) ', 'Dingo Creek Drainage Anomalies (July, 1988) ']",,
20616,3,"['Stream Sediment Analytical Data ', 'Soil Traverse Analytical Data ', 'Rockchip Analytical Data ']",,
20616,4,"['SAMPLE NO. ', 'Au (ppb) ', 'As (ppm) ', 'QD 486056 ', 'QD 486063 ', 'QD 486087 ', 'QD 486148 ', 'QD 486167 ', 'QD 486183 ']",,
20616,5,"['SAMPLE NO. ', 'Au (ppb) ', 'As (ppm) ', 'TI (ppb) ', 'QD522079 ', 'nan', 'nan', 'QD522082 ', 'nan', 'nan', 'QD522274 ', 'nan', 'nan', 'QD522302 ', 'nan', 'nan', 'QD522304 ', 'nan', 'nan', 'QD522306 ', 'nan', 'nan', 'QD522311 ', nan, nan]",,
20616,6,"['Unnamed: 0', 'Geological ', 'Geophysical ', 'Geochemical ', 'Drafting ', 'Analytical ', 'Leasing ', 'Administration ', 'Office and Management ', 'TOTAL ']",,
20616,7,"['Map Ref. ', 'SE55-13 ', 'Date ', 'Sept 89 ', 'Author ', 'nan', 'Revised ', nan]",,
21622,1,"['Unnamed: 0', 'Page ', 'CONCLUSIONS AND RECOMMENDATIONS ', 'SUMMARY ', 'INTRODUCTION ', 'GEOLOGY ', 'WORK CONDUCTED ', 'GEOCHEMISTRY ', 'Southern Extension ', 'nan', 'Terrace Creek ', 'nan', 'PROSPECT EVALUATION ']",,
21622,2,"['Unnamed: 0', 'Unnamed: 1', 'Following Page ', 'FIGURE ', 'FIGURE ', 'FIGURE ', 'FIGURE ', 'FIGURE ']",,
21622,3,"['Block ', 'Sub-Blocks ', 'G, r, V, W, X ', 'a, b, C, g, h, O, P, t, ', 'a, b, g, Z ', 'q, V, W ', 'a ', 'GROUP 4 ', 'Sub-Blocks ', 'Block 438 ', 'd ', 'TOTAL ']",,
21622,4,"['GROUP 1 ', 'Sub-Blocks ', 'Block ', 'nan', 'm, n, y, Z ', 't, u ', 'GROUP 2 ', 'Sub-Blocks ', 'Block ', 'nan', 'q, V ', 'a, b ', 'GROUP 3 ', 'Sub-Blocks ', 'Block ', 'nan', 'V ', 'a ', 'GROUP 4 ', 'Sub-Blocks ', 'Block ', 'nan', 'C ']",,
21622,5,"['Somple No. ', 'Width (m) ', 'Au ppm ', 'As ppm ', 'Pb ppm ', 'Sb ppm ', 'I.IO ', 'I.O ']",,
21622,6,"['Unnamed: 0', 'Unnamed: 7', 'Au ppm ', 'As ppm ppm ', 'nan', 'Pb sb ppm ', nan, nan, nan, nan]",,
21659,1,"[nan, nan, nan, nan]",,
21659,2,"['FIGURE ', 'Tenement History A to P 5899M Stockman Creek A4-1074 ', 'Opposite page 1 ', 'FIGURE ', 'Location of Mining Leases and Prospects A3-773 ', 'FIGURE ', 'Location of Heavy Mineral Sample Sites A3-740 ', 'FIGURE ', 'Stockman Group: Schematic diagram Relationship of exhalite lithologies with host rock sequences A4-1164 ', 'FIGURE ', 'Location of Stockman Group Gossans and Rock Chip Samples A3-739 ']",,
